round	value	daily_double	category	comments	answer	question	air_date	notes
2	400	no	FOODS OF THE WORLD	-	Garum, a pungent flavoring made from fermented fish, was a specialty of this ancient civilization	the Roman Empire	1994-09-20	-
2	600	no	FOODS OF THE WORLD	-	It's the lizard most commonly eaten in the western hemisphere	iguana	1994-09-20	-
2	800	no	FOODS OF THE WORLD	-	Taramasalata, a taste treat from this country, is often made from carp roe	Greece	1994-09-20	-
2	1000	no	FOODS OF THE WORLD	-	Scots love to eat this sheep's stomach entree with neeps & tatties-- turnips & potatoes	haggis	1994-09-20	-
2	200	no	MUSIC	-	The top number in a 4/4 time signature refers to the number of quarter notes in one of these	a measure	1994-09-20	-
2	400	no	MUSIC	-	A snare is played with drumsticks & tubular chimes are played with one of these	a mallet (a hammer)	1994-09-20	-
2	600	no	MUSIC	-	After he wrote "William Tell", the French court broke its contract with him for 4 more operas	Rossini	1994-09-20	-
2	800	no	MUSIC	-	Chopin wrote 27 of these pieces designed to help the performers develop their techniques	études	1994-09-20	-
2	1200	yes	MUSIC	-	Term for a piece of music that suggests a rural scene	a pastorale	1994-09-20	-
2	200	no	MYTHOLOGY	-	Its name is from the Greek kyklos, "circle", & ops, "eye\"	the cyclops	1994-09-20	-
2	400	no	MYTHOLOGY	-	After he wounded Venus with an arrow, Venus fell in love with Adonis	Cupid	1994-09-20	-
2	600	no	MYTHOLOGY	-	Zeus & Eurynome produced the 3 graces & Zeus & Mnemosyne produced this nonet	the Muses	1994-09-20	-
2	3000	yes	MYTHOLOGY	-	These 4 were Boreas, Notus, Eurus & Zephyrus	the winds	1994-09-20	-
2	1000	no	MYTHOLOGY	-	Since he couldn't escape from King Minos' prison by land or sea, he devised a way to do it by air	Daedalus	1994-09-20	-
2	200	no	COMPUTERS	-	On computers this key is marked ESC	escape	1994-09-20	-
2	400	no	COMPUTERS	-	When this device is moved along a tabletop, it causes a pointer to move across the screen	a mouse	1994-09-20	-
2	600	no	COMPUTERS	-	Despite its name, this type of thin plastic disk should not be bent	a floppy	1994-09-20	-
2	800	no	COMPUTERS	-	It's the use of personal computers to design & produce professional-quality typeset documents	desktop publishing	1994-09-20	-
2	1000	no	COMPUTERS	-	In CAD/CAM, called the "new Industrial Revolution", it's what the D stands for	design	1994-09-20	-
2	200	no	AUTHORS	-	This author of "The Catcher in the Rye" was once an entertainer on a Caribbean cruise ship	J.D. Salinger	1994-09-20	-
2	400	no	AUTHORS	-	Thomas Wolfe was born in North Carolina & Tom Wolfe was born in this state directly north of North Carolina	Virginia	1994-09-20	-
2	600	no	AUTHORS	-	\"The Autobiography of Alice B. Toklas" was her only bestseller	Gertrude Stein	1994-09-20	-
2	800	no	AUTHORS	-	\"Ragged Dick", his 1st successful rags-to-riches story, was 1st serialized in 1867	Horatio Alger	1994-09-20	-
2	1000	no	AUTHORS	-	In "The Tin Drum", this German author wrote, "Even bad books are books and therefore sacred\"	Günter Grass	1994-09-20	-
3	0	no	WOMEN IN SPORTS	-	With 5, she's won more Olympic gold medals than any other U.S. female athlete	Bonnie Blair	1994-09-20	-
1	100	no	ANIMALS	-	This "masked" North American mammal is related to the giant & lesser pandas of Asia	raccoon	1994-10-07	-
1	200	no	ANIMALS	-	This African river mammal's tusks were once used for false teeth because they didn't yellow	hippopotami  (hippo)	1994-10-07	-
1	300	no	ANIMALS	-	Fallow, marsh & white-tailed are species of this mammal	deer	1994-10-07	-
1	400	no	ANIMALS	-	This Australian dog rarely barks, but howls like a coyote	dingo	1994-10-07	-
1	500	no	ANIMALS	-	The Adelie species of this bird was named for the wife of French explorer Dumont d'Urville	penguin	1994-10-07	-
1	100	no	SPORTS	-	This former heavyweight boxing champ is known as "Iron Mike\"	Mike Tyson	1994-10-07	-
1	200	no	SPORTS	-	Only Chris Evert & this player have exceeded 100 tournament wins in women's tennis	Martina Navratilova	1994-10-07	-
1	300	no	SPORTS	-	In 1980 this NFL team moved its home games to Anaheim Stadium	Los Angeles Rams	1994-10-07	-
1	400	no	SPORTS	-	In 1963 this golfer became the first in his sport to earn more than $100,000 in 1 year	Arnold Palmer	1994-10-07	-
1	500	no	SPORTS	-	From 1876 through 1952, the Braves baseball franchise was located in this city	Boston	1994-10-07	-
1	100	no	FASHION	-	Part of the body on which you wear Hush Puppies	the feet	1994-10-07	-
1	200	no	FASHION	-	To imitate Oscar Wilde's Salome, you need 7 of these	veils	1994-10-07	-
1	300	no	FASHION	-	Of to the waist, hips or knees, the length of a man's frock coat	to the knees	1994-10-07	-
1	400	no	FASHION	-	\"Y" was a fragrance introduced by this designer in 1964	Yves Saint Laurent	1994-10-07	-
1	500	no	FASHION	-	This Italian whose last name is Garavani has "had designs on" Jackie Kennedy, among other women	Valentino	1994-10-07	-
1	100	no	19TH CENTURY AMERICA	-	Thaddeus Stevens, who led the fight for this pres.'s impeachment, was so frail he had to be carried to the trial	Andrew Johnson	1994-10-07	-
1	200	no	19TH CENTURY AMERICA	-	In 1838 this man who later bought Alaska was elected governor of New York	William A. Seward	1994-10-07	-
1	300	no	19TH CENTURY AMERICA	-	In 1856 the first bridge for these vehicles over the Mississippi opened between Rock Island, IL & Davenport, IA	trains	1994-10-07	-
1	600	yes	19TH CENTURY AMERICA	-	In the 1870s this party divided into 2 factions, the Half-Breeds & the Stalwarts	Republicans	1994-10-07	-
1	500	no	19TH CENTURY AMERICA	-	Fur trapper & scout Jim Bridger discovered this body of water in late 1824	the Great Salt Lake	1994-10-07	-
1	100	no	PORTUGUESE WORDS & PHRASES	-	Portuguese banks are closed on o dia de ano novo, which is this holiday	New Year's Day	1994-10-07	-
1	200	no	PORTUGUESE WORDS & PHRASES	-	Adeus means goodbye & boa noite means this	good night	1994-10-07	-
1	300	no	PORTUGUESE WORDS & PHRASES	-	Bote salva-vidas is the Portuguese name for this vessel -- women & children first!	lifeboat	1994-10-07	-
1	400	no	PORTUGUESE WORDS & PHRASES	-	Boil these & you'll have batatas cozidas; fry them & they're batatas fritas	potatoes	1994-10-07	-
1	500	no	PORTUGUESE WORDS & PHRASES	-	In a Portuguese casa-- house-- this room is o quarto de dormir	bedroom	1994-10-07	-
1	100	no	ODDS & ENDS	-	Gardiner G. Hubbard, this man's father-in-law, was a partner in his new phone co. founded in 1877	Alexander Graham Bell	1994-10-07	-
1	200	no	ODDS & ENDS	-	The Obelisk of Luxor stands in the Place de la Concorde at the eastern end of this street	Champs-Elysees	1994-10-07	-
1	300	no	ODDS & ENDS	-	Its stem may be made of plastic, hard rubber or bone; its bowl of brier, meerschaum or porcelain	pipe	1994-10-07	-
1	400	no	ODDS & ENDS	-	Better-known name of the anesthetic thiopental, also called truth serum	Sodium Pentothal	1994-10-07	-
1	500	no	ODDS & ENDS	-	It's a common hay grass grown on U.S. farms, or the name of Dumbo's mouse pal	Timothy	1994-10-07	-
2	200	no	HISTORY	-	In 1900 this Chinese group killed a German diplomat & tried to drive foreigners out of the country	the Boxers	1994-10-07	-
2	400	no	HISTORY	-	In 1815 the Congress of Vienna made this country a grand duchy ruled by the Netherlands	Luxembourg	1994-10-07	-
2	600	no	HISTORY	-	In 1969 the U.N. declared Irian Jaya in west New Guinea this country's 26th province	Indonesia	1994-10-07	-
2	800	no	HISTORY	-	In 1929 this future prime minister was elected president of India's Congress Party	Nehru	1994-10-07	-
2	1000	no	HISTORY	-	In 1682 he claimed all of the Mississippi valley for France; 5 years later he was killed in Texas	La Salle	1994-10-07	-
2	200	no	SHAKESPEARE	-	One of Sampson's first lines in this play is: "A dog of the house of Montague moves me\"	Romeo and Juliet	1994-10-07	-
2	400	no	SHAKESPEARE	-	Of Starveling, Stripling or Sapling, the one who's a tailor in "A Midsummer Night's Dream\"	Starveling	1994-10-07	-
2	600	no	SHAKESPEARE	-	Brabantio, this tragic title character's father-in-law, is a Venetian senator	Othello	1994-10-07	-
2	800	no	SHAKESPEARE	-	Antiochus, the king of Antioch, addresses this title character as "Young Prince of Tyre\"	Pericles	1994-10-07	-
2	1200	yes	SHAKESPEARE	-	The comedy in which Touchstone says, "Ay, now am I in Arden, the more fool I\"	As You Like It	1994-10-07	-
2	200	no	RELIGION	-	Each church of this denomination is expected to operate a "reading room" where literature can be obtained	Christian Science	1994-10-07	-
2	400	no	RELIGION	-	This thin bread consumed during Passover reminds Jews of the hastily baked bread of the Exodus	matzo	1994-10-07	-
2	600	no	RELIGION	-	The first part of this religion's Shahadah or profession of faith is "There is no god but God\"	Islam	1994-10-07	-
2	800	no	RELIGION	-	Li or proper social conduct is a central virtue of this Chinese religion	Confucianism	1994-10-07	-
2	1000	no	RELIGION	-	The Roman Catholic Church has had 2 of these councils: one 1869-70 & one 1962-65	Vatican Councils	1994-10-07	-
2	200	no	MOUNTAINS	-	For a brief time in 1987, it was thought that K-2 was taller than this Himalayan peak	Mount Everest	1994-10-07	-
2	400	no	MOUNTAINS	-	In the 1840s an observatory was built at the 2,000-foot level on this volcano southeast of Naples	Vesuvius	1994-10-07	-
2	600	no	MOUNTAINS	-	This mountain 10 miles west of Colorado Springs can be ascended by a cog railway or a toll road	Pikes Peak	1994-10-07	-
2	800	no	MOUNTAINS	-	Mount Aconcagua, the Western Hemisphere's highest peak, lies on the border of Chile & this country	Argentina	1994-10-07	-
2	1000	no	MOUNTAINS	-	Notable sights on this highest Alpine peak include the Mer de Glace & Bossons glaciers	Mont Blanc	1994-10-07	-
2	200	no	FEDERAL AGENCIES	-	While it has no censorship authority, it can still impose fines for profanity on the air	FCC	1994-10-07	-
2	400	no	FEDERAL AGENCIES	-	Its crime labs examine about a million pieces of evidence a year	FBI	1994-10-07	-
2	600	no	FEDERAL AGENCIES	-	This civilian agency certifies pilots	FAA	1994-10-07	-
2	800	no	FEDERAL AGENCIES	-	Among insurers, the first C in FCIC stands for crop & the D in FDIC stands for this	deposit	1994-10-07	-
2	1000	no	FEDERAL AGENCIES	-	Created in 1914, it protects consumers from unfair or misleading business practices	FTC	1994-10-07	-
2	200	no	RECENT FICTION	-	In 1993 he published a creepy new collection of tales called "Nightmares & Dreamscapes\"	Stephen King	1994-10-07	-
2	400	no	RECENT FICTION	-	Larry McMurtry's novel "Streets of Laredo" is a sequel to this book	Lonesome Dove	1994-10-07	-
2	600	no	RECENT FICTION	-	He brought back "Cardinal of the Kremlin" character John Kelly, AKA Mr. Clark, in "Without Remorse\"	Tom Clancy	1994-10-07	-
2	1500	yes	RECENT FICTION	-	It's Sue Grafton's 11th "Alphabet" mystery	\"K" is for Killer	1994-10-07	-
2	1000	no	RECENT FICTION	-	Published in 1990, it's John Updike's final novel about ex-basketball star Harry Angstrom	Rabbit at Rest	1994-10-07	-
3	0	no	ART HISTORY	-	In 1894 Alphonse Mucha began designing posters of Sarah Bernhardt that popularized this decorative style	art nouveau	1994-10-07	-
1	100	no	ANCIENT TIMES	-	Known in ancient times as Berytus, this Middle Eastern seaport is now a world capital	Beirut	1994-10-27	-
1	200	no	ANCIENT TIMES	-	A great temple was built at Ur to honor Nannar, the Sumerian god of this heavenly body	moon	1994-10-27	-
1	300	no	ANCIENT TIMES	-	Euripides' satyr play "The Cyclops" satirizes an episode from book 9 of this Homeric work	The Odyssey	1994-10-27	-
1	400	no	ANCIENT TIMES	-	A type of this potent potable made from barley was the favorite beverage of ancient Egypt	beer	1994-10-27	-
1	500	no	ANCIENT TIMES	-	The Harappan civilization is another name for the ancient civilization of this Asian river valley	Indus River valley	1994-10-27	-
1	100	no	TELEVISION	-	\"It's Howdy Doody time, it's Howdy Doody time, Bob Smith and Howdy too say" this "to you\"	howdy do	1994-10-27	-
1	200	no	TELEVISION	-	Nancy Marchand won a 1978 Emmy for playing publisher Margaret Pynchon on this Ed Asner series	Lou Grant	1994-10-27	-
1	300	no	TELEVISION	-	Owners of this animal included Jeff Miller, Timmy Martin & forest ranger Corey Stuart	Lassie	1994-10-27	-
1	400	no	TELEVISION	-	Rod Serling's "Requiem for a Heavyweight" aired live Oct. 11, 1956 on this 90-minute anthology	Playhouse 90	1994-10-27	-
1	500	no	TELEVISION	-	For this "Mary Tyler Moore" newsman "It all started in a 5,000 watt radio station in Fresno, California...\"	Ted Baxter	1994-10-27	-
1	100	no	OCCUPATIONS	-	It's the former term for a male flight attendant, or one who oversees the food & drink at a club or hotel	steward	1994-10-27	-
1	200	no	OCCUPATIONS	-	It's someone who stuffs or mounts animals, usually for a museum	taxidermist	1994-10-27	-
1	600	yes	OCCUPATIONS	-	While this professional makes & fits eyeglasses, he can neither prescribe them nor give exams	optician	1994-10-27	-
1	400	no	OCCUPATIONS	-	This person, often a nurse, is trained to deliver babies in a hospital, clinic or home	midwife	1994-10-27	-
1	500	no	OCCUPATIONS	-	One of the highest-paid insurance professionals is this person who calculates the premium rates	actuary	1994-10-27	-
1	100	no	COLORFUL GEOGRAPHY	-	The city of Santa Ana is the seat of this southern California county	Orange County	1994-10-27	-
1	200	no	COLORFUL GEOGRAPHY	-	No rivers flow into this sea between Africa & the Arabian Peninsula	Red Sea	1994-10-27	-
1	300	no	COLORFUL GEOGRAPHY	-	A 1951 agreement with Denmark gave the U.S. rights to military bases on this island	Greenland	1994-10-27	-
1	400	no	COLORFUL GEOGRAPHY	-	At 5,729 feet, Mt. Rogers in this range is Virginia's highest point	Blue Ridge Mountains	1994-10-27	-
1	500	no	COLORFUL GEOGRAPHY	-	This southern-most Texas city grew out of a fort whose establishment led to the Mexican War	Brownsville	1994-10-27	-
1	100	no	MONTHS	-	The first Monday of this month is Labor Day in the U.S.	September	1994-10-27	-
1	200	no	MONTHS	-	Since 1946 the Kentucky Derby has been run on the first Saturday of this month	May	1994-10-27	-
1	300	no	MONTHS	-	St. John's Day & Midsummer Day fall on the 24th of this month	June	1994-10-27	-
1	400	no	MONTHS	-	In English this month has a "p", in French it has a "v\"	April (Avril)	1994-10-27	-
1	500	no	MONTHS	-	Once called Quintilis, this month was renamed in 44 B.C. for someone born during it	July	1994-10-27	-
1	100	no	NUMBER, PLEASE	-	It's ten hundreds	1,000	1994-10-27	-
1	200	no	NUMBER, PLEASE	-	Triskaidekaphobia is the fear of this number	13	1994-10-27	-
1	300	no	NUMBER, PLEASE	-	When you reverse direction, you're said to "do" this number	180	1994-10-27	-
1	400	no	NUMBER, PLEASE	-	It's the number of items in a gross	144	1994-10-27	-
1	500	no	NUMBER, PLEASE	-	It's the number of lines in a sonnet	14	1994-10-27	-
2	200	no	WORLD HISTORY	-	In 1988 this country's new parliament building was dedicated in Canberra	Australia	1994-10-27	-
2	400	no	WORLD HISTORY	-	In 1957 this country physician was elected president of Haiti	Francois Duvalier	1994-10-27	-
2	600	no	WORLD HISTORY	-	This region of France that juts into the Atlantic was conquered by Julius Caesar in 56 B.C.	Normandy (or Brittany)	1994-10-27	-
2	800	no	WORLD HISTORY	-	This Scottish fur trader explored the river in Canada's Northwest Territories later named for him	(Sir Alexander) Mackenzie	1994-10-27	-
2	1000	no	WORLD HISTORY	-	In 1669 the last meeting of the Diet of this confederation of German cities took place	Hanseatic League	1994-10-27	-
2	200	no	COLLEGES & UNIVERSITIES	-	This university in East Lansing was the first state school to offer agriculture courses for credit	Michigan State	1994-10-27	-
2	400	no	COLLEGES & UNIVERSITIES	-	The university of this U.S. territory has campuses on St. Thomas & St. Croix	Virgin Islands	1994-10-27	-
2	600	no	COLLEGES & UNIVERSITIES	-	Founded in 1769, it's New Hampshire's oldest college	Dartmouth	1994-10-27	-
2	800	no	COLLEGES & UNIVERSITIES	-	This Charleston school is known as the Military College of South Carolina	Citadel	1994-10-27	-
2	1000	no	COLLEGES & UNIVERSITIES	-	This Ivy League school was founded in Warren, R.I. in 1764, but moved to Providence in 1770	Brown	1994-10-27	-
2	200	no	MUSIC APPRECIATION	-	This term for a Christmas carol is also the French word for Christmas	noel	1994-10-27	-
2	400	no	MUSIC APPRECIATION	-	It's a 16th century wind instrument with a snakelike shape as well as a synonym for snake	serpent	1994-10-27	-
2	600	no	MUSIC APPRECIATION	-	On scores "f" is an abbreviation for forte & "ff" is an abbreviation for this	fortissimo	1994-10-27	-
